Artist,Song,Song Popularity,Artist Popularity,Featured Artist,Featured Artist Popularity,Track ID,Album Name,Release Date,Duration (ms),Explicit,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo
Curtis Walsh,Full Recovery,0,31,,,61CddtHpNSIuTZ7wlHAAi6,Breathe,2019-07-26,176134,False,0.515,0.31,9,-9.752,1,0.0465,0.789,0,0.111,0.401,153.142
Curtis Walsh,Time's Fading,0,31,,,49186xaKyeYpzwf603Gg1U,Breathe,2019-07-26,197509,False,0.714,0.351,6,-6.353,0,0.0399,0.667,0,0.145,0.331,120.18
Curtis Walsh,Perfect Rain,0,31,,,3nUZYdI9Xv7FFWd3z5tkVp,Breathe,2019-07-26,163883,False,0.659,0.637,7,-6.496,1,0.0646,0.699,0,0.113,0.15,116.888
Curtis Walsh,"A Midsummer Night's Dream, Act I, Scene 4: A Marvels Convenient Place",0,31,Kyle Huey,63.0,3uJhpiwcZLU58rL4mHsIag,"""Michael Ching: A Midsummer Nights Dream–opera a capella""",2014-08-01,140133,False,0.697,0.236,2,-11.078,0,0.0929,0.77,0,0.141,0.602,92.771
Curtis Walsh,"A Midsummer Night's Dream, Act II, Scene 3: Finale",0,31,Jeremiah Johnson,35.0,3DnDFSA2bbAAKuV9Im6hAz,"""Michael Ching: A Midsummer Nights Dream–opera a capella""",2014-08-01,93013,False,0.478,0.466,7,-10.052,1,0.259,0.514,1.55e-06,0.267,0.48,147.11
Curtis Walsh,"A Midsummer Night's Dream, Act II, Scene 3: The Wall (Reprise)",0,31,Jeremiah Johnson,35.0,2rpklvC4x8F431G7jXwsW3,"""Michael Ching: A Midsummer Nights Dream–opera a capella""",2014-08-01,54853,False,0.803,0.223,9,-11.209,1,0.251,0.89,0,0.17,0.499,83.899
Curtis Walsh,"A Midsummer Night's Dream, Act I, Scene 4: The Flowers of Odious Savors Sweet",0,31,Kyle Huey,63.0,5PyPuzb4wHHIQJfWuq56dM,"""Michael Ching: A Midsummer Nights Dream–opera a capella""",2014-08-01,61053,False,0.364,0.263,0,-9.992,1,0.0485,0.74,0,0.217,0.34,93.095
Curtis Walsh,"A Midsummer Night's Dream, Act II, Scene 3: The Wall",0,31,Jeremiah Johnson,35.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,nan
Curtis Walsh,"A Midsummer Night's Dream, Act II, Scene 3: The Actors are at Hand",0,31,Jeremiah Johnson,35.0,3TVoRhQpLwpTjxhnxFbHGf,"""Michael Ching: A Midsummer Nights Dream–opera a capella""",2014-08-01,59866,False,0.572,0.199,2,-10.189,1,0.0366,0.805,0,0.124,0.76,93.778
Curtis Walsh,"A Midsummer Night's Dream, Act I, Scene 4: Scene 4, Most Radiant Pyramus",0,31,Kyle Huey,63.0,0HiNMsdRhVQ3Z6Cg15iIQ6,"""Michael Ching: A Midsummer Nights Dream–opera a capella""",2014-08-01,121506,False,0.447,0.265,4,-9.846,1,0.146,0.826,0,0.123,0.439,172.022
Cuatro Gatos,El Fantasma de la Ópera,34,34,,,7FOkwBsKI1ayKDN9e4QpRq,Mañana Quizá Sea Peor,2009-01-13,242360,False,0.348,0.913,3,-0.723,1,0.043,0.00207,0.215,0.0582,0.333,132.077
Cuatro Gatos,Me Arriesgaré - Acústico,28,34,,,6akmz7yWaJGwyBPI7UNXH8,Me Arriesgaré,2010-09-30,241586,False,0.548,0.963,2,-2.338,1,0.0382,0.00135,0,0.0626,0.776,120.1
Cuatro Gatos,Adiós,27,34,,,0Au3JqDBwDbIuRMm6ax6Nu,El Sueño de la Razón,2009-02-09,310026,False,0.422,0.959,9,-1.352,0,0.0456,0.00156,0.0168,0.391,0.479,131.986
Cuatro Gatos,Una Promesa,27,34,,,5mM64XYoezxjWhOXOeblk6,La Caja de Música,2003-09-15,227893,False,0.548,0.476,2,-8.092,1,0.0292,0.4,0,0.0941,0.511,108.566
Cuatro Gatos,Quiero Morir,26,34,,,2qnr81NcTzIGdYyHMmGLID,El Sueño de la Razón,2009-02-09,333973,False,0.294,0.886,1,-1.8,0,0.0414,0.000702,0.345,0.0975,0.286,156.161
Cuatro Gatos,Mañana Quiza Sea Peor,26,34,,,3q7iwolUGDKQodyc1oz4f7,El Sueño de la Razón,2009-02-09,285920,False,0.454,0.957,4,-1.95,0,0.0691,0.000335,0.0686,0.313,0.443,112.085
Cuatro Gatos,Adiós - Acústico,23,34,,,5XBtLAxFkcznqpfDe5v2fw,Me Arriesgaré,2010-09-30,297040,False,0.567,0.917,9,-3.832,0,0.0634,0.0979,0,0.939,0.468,126.109
Cuatro Gatos,Lo Que Hay Detrás,21,34,,,5Pqva02F0OZqj3AakSlUhQ,El Sueño de la Razón,2009-02-09,316613,False,0.488,0.725,0,-4.443,1,0.0305,0.00641,6.03e-05,0.197,0.131,135.875
Cuatro Gatos,Hermano Enemigo,23,34,,,0x7DvykXFMV4mgDUvPOzaF,La Caja de Música,2003-09-15,314000,False,0.477,0.948,0,-4.425,1,0.0691,0.0758,0.0113,0.291,0.17,121.974
Cuatro Gatos,La Caja de Música,17,34,,,0h2RXpwTvH3cpE3Svg2xfS,La Caja de Música,2003-09-15,449160,False,0.34,0.857,7,-4.839,1,0.0699,0.0842,0.0554,0.0899,0.124,162.563
Cuatro Gatos,Mas Allá de la Realidad,17,34,,,0GUDJSSbjxQYW1inpvwZu5,La Caja de Música,2003-09-15,320600,False,0.16,0.95,0,-2.587,0,0.109,0.0139,3.91e-05,0.0637,0.339,66.254
Cuatro Gatos,Todos los Ayeres,16,34,,,5ysOuJ1xmUNCWcEO9heuHz,La Caja de Música,2003-09-15,352160,False,0.382,0.939,0,-2.908,1,0.0641,0.00353,0.0445,0.0935,0.34,146.435
Cuatro Gatos,Desde el Infierno,2,34,,,58fbBLqMrHbGjY3J3QsC5K,La Caja de Música,2003-09-15,54480,False,0.308,0.176,11,-27.077,0,0.0547,0.00441,0.943,0.043,0.132,111.662
Cuatro Gatos,Noche de Paz,0,34,,,0y8ITecnwiuAIDvWos1yW3,Christmas Rock,2011-11-21,238666,False,0.416,0.894,0,-0.227,1,0.0731,0.36,0,0.67,0.3,119.949
Cuatro Gatos,Siembra Viento - Acústico,2,34,,,0GzYRmbzulUtEXk94gqMzn,Me Arriesgaré,2010-09-30,276440,False,0.493,0.897,0,-2.27,1,0.109,0.0213,4.47e-05,0.104,0.559,172.034
Cuatro Gatos,Esférica (El Eterno Retorno),1,34,,,4sXClriVbTUhr2MjlP4hj0,Esférica,2005-04-01,359666,False,0.334,0.874,7,-6.514,0,0.0938,0.00235,0.0104,0.0924,0.0786,151.681
Cuatro Gatos,Es Tu Momento (Heat of the Moment),3,34,,,3NK7DdSkHbyORrnQbl5m9x,Esférica,2005-04-01,255026,False,0.325,0.796,1,-4.142,1,0.0366,0.000674,0.0355,0.0797,0.482,136.033
Cuatro Gatos,Adiós - Versión Acústica,2,34,,,4ab2u1t9Iuo62p0nzzoNWF,Mañana Quizá Sea Peor,2009-01-13,294600,False,0.57,0.918,9,-3.833,0,0.0637,0.121,0,0.964,0.473,126.113
Cuatro Gatos,Tocaba Correr - Acústico,3,34,,,0gvHPrUEqmEPIht5DWTv3p,Me Arriesgaré,2010-09-30,211160,False,0.442,0.838,7,-3.193,1,0.0435,0.0409,0,0.282,0.74,172.083
Cuatro Gatos,Salvame - Acústico,1,34,,,3vCBgXMZodzY6bQ7bJDKyX,Me Arriesgaré,2010-09-30,273640,False,0.599,0.93,11,-2.763,1,0.032,0.00148,0,0.133,0.715,122.025
Cuatro Gatos,Un Brillo en el Bosque,1,34,,,7bn4wjPA7kRng8xFBX5xn9,El Sueño de la Razón,2009-02-09,180493,False,0.283,0.314,10,-8.091,1,0.0328,0.563,0.944,0.109,0.107,122.209
Cuatro Gatos,Sálvame,4,34,,,5fOSEIYcIPNoJJL9timh8L,Esférica,2005-04-01,307600,False,0.408,0.923,11,-4.984,1,0.157,0.00514,0.000225,0.191,0.205,121.987
Cuatro Gatos,Fuego en Tu Piel,2,34,,,64H9Z00ODVqK8SLGulG2Eo,Esférica,2005-04-01,347373,False,0.43,0.935,5,-3.778,1,0.0776,0.000679,0,0.377,0.163,132.126
Cuatro Gatos,Mas Alla de la Realidad - Acústico,1,34,,,41CZy1Z7vKaVMTeEUERYhj,Me Arriesgaré,2010-09-30,339800,False,0.643,0.932,0,-2.416,1,0.0419,0.0439,8.33e-05,0.324,0.683,124.032
Cuatro Gatos,La Luz Interior,1,34,,,53Ck9UkERQ8x3FqAbf1z7B,Esférica,2005-04-01,389040,False,0.433,0.882,0,-5.115,1,0.061,0.00413,4.11e-05,0.17,0.27,128.769
Cuatro Gatos,Entre el Cielo y el Mar,3,34,,,4nLwBXJEMDPQ9rx73JVvCj,El Sueño de la Razón,2009-02-09,335506,False,0.339,0.918,7,-1.317,0,0.0388,0.00337,0.618,0.224,0.563,171.824
Cuatro Gatos,Tierra de Nadie - Acústico,2,34,,,1ejCQMwY0EA4pgyvE52wpL,Me Arriesgaré,2010-09-30,272733,False,0.415,0.983,9,-1.725,0,0.0587,0.00162,0,0.0562,0.632,162.115
Cuatro Gatos,Quiero Morir - Acústico,1,34,,,3SijjBlapWsvsDtTCr9JAO,Me Arriesgaré,2010-09-30,311920,False,0.514,0.808,9,-2.986,1,0.0279,0.0414,0,0.0642,0.333,135.965
Cuatro Gatos,En Tierra de Dadie,4,34,,,7oVlaYo3Ao6691Kq399MyN,La Caja de Música,2003-09-15,340266,False,0.388,0.943,10,-2.937,1,0.0505,0.002,0.0025,0.113,0.379,148.269
Cuatro Gatos,Un Extraño en Mi Cabeza,3,34,,,1Gd6QKnb2tUj5WvGXdVVqg,La Caja de Música,2003-09-15,316026,False,0.582,0.808,9,-5.328,0,0.0371,0.149,2.32e-05,0.0762,0.236,116.377
Cuatro Gatos,Una Promesa,1,34,,,6b3erOEVQZqnYYbD8B2Opz,Baladas del Heavy Español,2013-04-17,227893,False,0.548,0.476,2,-8.092,1,0.0292,0.4,0,0.0941,0.511,108.566
Cuatro Gatos,Cruce de Caminos,9,34,,,4NglZ6RCA8kKjDV7hEeJhJ,El Sueño de la Razón,2009-02-09,267106,False,0.368,0.902,9,-1.673,0,0.0422,0.000736,0.452,0.502,0.516,131.945
Cuatro Gatos,The Islander (Al final del Mundo) - Acústico,3,34,,,4EBqeJcx2SSdQZwhD00dV1,Me Arriesgaré,2010-09-30,281760,False,0.287,0.799,4,-4.702,0,0.0538,0.0231,0.00716,0.0861,0.054,167.763
Cuatro Gatos,Tu Propio Dios,3,34,,,6k9VMfu0lI858rFN7HJiT8,El Sueño de la Razón,2009-02-09,314213,False,0.39,0.954,2,-1.374,0,0.0649,0.00127,0.0943,0.373,0.302,147.095
Cuatro Gatos,Mañana Quizá Sea Peor,2,34,,,6TyVXAunyVnYAYRg2Om81k,Mañana Quizá Sea Peor,2009-01-13,287013,False,0.461,0.956,4,-1.944,0,0.0676,0.00034,0.0779,0.318,0.468,112.063
Cuatro Gatos,Contracorriente,4,34,,,6k7v8VnMJMbnPSYV9NE8ZW,El Sueño de la Razón,2009-02-09,269626,False,0.378,0.93,2,-0.549,1,0.0512,0.00179,0.346,0.112,0.377,106.604
Cuatro Gatos,Quiero Morir,2,34,,,1unWLOAKV18aIJOvJwXyJZ,Baladas del Heavy Español,2013-04-17,333973,False,0.294,0.886,1,-1.8,0,0.0414,0.000702,0.345,0.0975,0.286,156.161
Cuatro Gatos,Tras el Cristal,6,34,,,5IxD4dT6lKsr3vVa3sfA2q,La Caja de Música,2003-09-15,370040,False,0.376,0.897,9,-3.963,0,0.0654,0.00191,0.0285,0.084,0.244,162.216
Cuatro Gatos,Heat Of The Moment - Acústico,2,34,,,6tT0NbLEXmpO9AW2rRMW1K,Me Arriesgaré,2010-09-30,310733,False,0.568,0.855,2,-3.799,1,0.0309,0.117,0,0.0762,0.579,126.077
Cuatro Gatos,Declaración de Amor,0,34,,,0e1IXVcwHKUmpVWzsKZw1u,Con Alegría y Sentimiento,2015-09-11,225573,False,0.568,0.871,1,-2.376,1,0.0352,0.11,0,0.298,0.83,177.848
Cuatro Gatos,Calma Melódica Para Gatos Domésticos,2,34,Cuatro Vientos,29.0,2e1YHQOidGOSqAnnbCY6nZ,Notas Felinas: Música Relajante Para Gatos,2024-07-29,152712,False,0.139,0.0736,1,-24.197,1,0.0423,0.944,0.917,0.113,0.0363,143.446
Cuatro Gatos,Acordes Tranquilizadores Para Gatos Curiosos,1,34,Cuatro Vientos,29.0,5ztGoG7lF3FFkcuDc29xO7,Notas Felinas: Música Relajante Para Gatos,2024-07-29,152929,False,0.163,0.146,2,-18.166,1,0.0383,0.954,0.943,0.105,0.0345,109.459
Cuatro Gatos,Notas Silenciosas Para Calmar A Los Gatos,0,34,Cuatro Vientos,29.0,2qmxQqcqXTqF1ExclSM2nO,Notas Felinas: Música Relajante Para Gatos,2024-07-29,161395,False,0.181,0.172,1,-16.139,1,0.0373,0.958,0.875,0.127,0.0373,72.087
Cuatro Gatos,Melodías Apacibles Para Gatos,0,34,FX factorial,23.0,1LM2CCXSn7olTO3iQR3olM,Música Para La Comodidad Del Gato: Armónicos Ronroneantes,2024-07-03,351808,False,0.138,0.153,4,-20.651,1,0.051,0.982,0.919,0.118,0.0307,73.124
Cuatro Gatos,Quiero Morir,0,34,,,5d0b58fqIV6Zb4OsoRKBnM,Baladas de Rock y Amor,2011-02-03,333973,False,0.294,0.886,1,-1.8,0,0.0414,0.000702,0.345,0.0975,0.286,156.161
Cuatro Gatos,Mañana Quiza Sea Peor,1,34,,,0Rt2UaEHBE5lpjqGEqcQNE,Power Metal Español,2020-06-26,285920,False,0.454,0.957,4,-1.949,0,0.0692,0.000337,0.0658,0.313,0.456,112.092
Cuatro Gatos,Tocaba Correr - En Acústico,0,34,,,3U1Lsn98FkVKTuyHaZTNwn,Los Acústicos,2020-10-16,211160,False,0.439,0.838,7,-3.193,1,0.0435,0.0414,0,0.282,0.741,172.075
Cuatro Gatos,Hermano Enemigo - Acústico,1,34,,,6kNYgr1TU8VZbZQoEEodm3,Me Arriesgaré,2010-09-30,309546,False,0.27,0.701,9,-2.338,0,0.0345,0.00136,2.21e-06,0.0692,0.388,166.181
Cuatro Gatos,71.12 - Mensajes en el Aire,0,34,,,78FOH4qGGYe5f5TBofhfJv,Rock Instrumental,2020-11-06,114173,False,0.431,0.264,5,-18.766,1,0.0358,0.905,0.924,0.107,0.406,142.358
Cuatro Gatos,A.M.A.M.A. (Palíndromo),1,34,,,4wvvXDjPt40KePfoyy9N4z,Esférica,2005-04-01,76800,False,0.632,0.75,11,-11.295,1,0.0756,0.163,0.962,0.104,0.404,152.825
Cultural Roots,Love Feelings,25,25,,,1CjuK5VQ5wyOkShLhjXCUp,Hell A Go Pop,1984,199133,False,0.719,0.417,10,-10.026,0,0.081,0.0869,2.11e-05,0.0798,0.645,72.875
Cultural Roots,Every Man Has A Right,24,25,,,54OLbDhvPJIVF1cKtp3g1Y,Hell A Go Pop,1984,214933,False,0.705,0.442,5,-9.268,0,0.108,0.0141,0,0.208,0.622,73.842
Cultural Roots,Hell A Go Pop,21,25,,,3hTZavdPmvWNVi7w5nWxDY,Hell A Go Pop,1984,195066,False,0.722,0.57,11,-9.351,0,0.0587,0.194,0,0.0981,0.814,142.426
Cultural Roots,Reggae Music,21,25,,,04eQZqNa0SCskyXCfVtr3m,Hell A Go Pop,1984,208866,False,0.723,0.481,1,-9.09,1,0.0837,0.00948,1.77e-06,0.0635,0.466,73.779
Cultural Roots,"Thief, Liars, Criminals",18,25,,,5tJf0YPaxOqUPFXfIYNLEX,Hell A Go Pop,1984,217466,False,0.807,0.505,10,-9.154,0,0.108,0.00862,3.41e-06,0.134,0.638,140.061
Cultural Roots,World Of Illusion,15,25,,,2aHmuaN6WCCnHNCVml3t45,Drift Away From Evil,1982-05-04,242651,False,0.849,0.485,5,-9.656,0,0.0887,0.521,0.00203,0.047,0.794,135.293
Cultural Roots,Mr. Bossman,17,25,,,2sZU2fuhKk6PRjYKm9WhNG,"""5 Decades of Jamaicas Musical Heritage""",2012-08-12,217573,True,0.751,0.678,1,-7.817,1,0.0407,0.0124,1.22e-06,0.0877,0.952,133.416
Cultural Roots,Drift Away From Evil,16,25,,,3UKfwmdZvazMRpquVejTy3,Drift Away From Evil,1982-05-04,224835,False,0.888,0.406,5,-10.868,1,0.217,0.368,0,0.27,0.857,129.97
Cultural Roots,Tell It To Her,11,25,,,76erUdjspMoS1YEUQLf1SD,Hell A Go Pop,1984,200866,False,0.796,0.52,1,-7.111,0,0.0713,0.0057,1.28e-05,0.0953,0.776,73.569
Cultural Roots,Greedy Woman,11,25,,,6uI6XADrwMAFVdasAuMylb,Drift Away From Evil,1982-05-04,239098,False,0.815,0.35,5,-10.36,0,0.117,0.579,3.91e-05,0.158,0.722,134.658
Cultural Roots,Execute,14,25,,,2A8PPw9MFcK9dpGjpQs3NT,Hell A Go Pop,1984,202133,False,0.771,0.709,8,-8.682,0,0.237,0.109,0,0.301,0.727,140.872
Cultural Roots,Easy Living,11,25,,,1AItwR4P9ItEnpLnBEjfA2,Cultural Roots: Roots & Culture,2024-11-06,158302,False,0.789,0.271,7,-20.58,0,0.102,0.0284,0,0.0777,0.884,139.531
Cultural Roots,World of Illusion,13,25,,,1ziRl2H8RN7oe9kiNEOMn9,Drift Away from Evil,2012-05-06,242651,False,0.847,0.485,1,-9.646,1,0.0892,0.555,0.00151,0.0473,0.804,135.264
Cultural Roots,Where Have You Been,11,25,,,2cUnCfzjmBoqUTtXoLRQWG,Hell A Go Pop,1984,178240,False,0.722,0.437,1,-10.897,0,0.0421,0.0579,1.81e-05,0.0932,0.785,71.989
Cultural Roots,Jah No Partial,12,25,,,6UNWLQSdlqvIzmDJrDGPnS,Revolutionary Sounds,1980-04-07,232191,False,0.874,0.312,4,-15.045,0,0.151,0.000536,0.00358,0.103,0.783,129.904
Cultural Roots,Greedy Woman,9,25,,,3mezdqxUN8ogwNTWgPY9SV,Drift Away from Evil,2012-05-06,239098,False,0.813,0.348,5,-10.362,0,0.121,0.603,4.49e-05,0.177,0.739,134.647
Cultural Roots,Won't Co-Operate,11,25,,,3LsMFbb1D8GebRGJCXOi7W,Hell A Go Pop,1984,217333,False,0.849,0.501,10,-7.86,1,0.0458,0.0264,1.14e-06,0.193,0.709,134.881
Cultural Roots,Devil-Ites,9,25,,,6SSNTVZ9FPbHRotwIhFiwT,Drift Away From Evil,1982-05-04,301627,False,0.765,0.137,5,-25.219,0,0.0761,0.149,0.644,0.0917,0.901,142.79
Cultural Roots,The Roots,8,25,Ras Iyah,7.0,2XaMzkupfX7j3B8hsizvfD,Dubplates Remix from the Warriors Camp,2019-01-02,224397,False,0.73,0.675,11,-6.437,1,0.0333,0.000657,4.43e-05,0.209,0.585,137.014
Cultural Roots,The Roots - Vocal Dub,3,25,Ras Iyah,7.0,41h4nW8o0b3yJZCQqFD8ev,Dubplates Remix from the Warriors Camp,2019-01-02,210279,False,0.801,0.544,11,-7.36,1,0.0465,0.0023,0.209,0.152,0.635,136.981
Cultural Roots,Channa Channa,5,25,,,35xdZ5ot0NQGAIdbAi4Zf3,Cultural Roots: Roots & Culture,2024-11-06,398976,False,0.797,0.152,7,-22.211,1,0.21,0.00128,0.0273,0.0392,0.82,138.289
Cultural Roots,Mr. Bossman,8,25,,,4gQnGzWitc7O3W5I5DOB7d,Drift Away from Evil,2012-05-06,218794,False,0.809,0.539,1,-11.357,1,0.0597,0.0134,3.01e-06,0.109,0.955,133.44
Cultural Roots,His Majesty Reign,8,25,,,0GkSFYnmUH4auqDFZJBtba,Running Back To Me,2023-06-30,233733,False,0.823,0.393,1,-12.314,1,0.0467,0.0352,0,0.156,0.938,86.933
Cultural Roots,"Love Feelings 12"" Mix",6,25,,,1FnCrUz7Bze5Cl9qmtHrIL,Hell A Go Pop,1984,425560,False,0.726,0.4,5,-9.998,1,0.115,0.018,0.0102,0.079,0.51,73.983
Cultural Roots,Devilites,5,25,,,5n0O2DE2Vgkzb2HZPuEGAg,Drift Away from Evil,2012-05-06,301627,False,0.764,0.137,5,-25.219,0,0.0762,0.149,0.644,0.0917,0.902,143.021
Cultural Roots,Too Late Shall Be Your Cry,6,25,,,2rvKI1fcHsv86X7exgs68n,Revolutionary Sounds,1980-04-07,206489,False,0.883,0.292,10,-13.647,0,0.234,0.0189,1.53e-05,0.139,0.818,125.717
Cultural Roots,"Hell A Go Pop 12"" Mix",7,25,,,21pIXSKWhbccqjRr7i8bj9,Hell A Go Pop,1984,412200,False,0.868,0.297,1,-9.629,1,0.243,0.00648,1.09e-05,0.108,0.883,146.54
Cultural Roots,Drift Away from Evil,8,25,,,2Su4VrrAujvwNz0AGrcEVT,Drift Away from Evil,2012-05-06,224835,False,0.885,0.404,5,-10.873,1,0.198,0.394,0,0.297,0.844,129.935
Cultural Roots,Mr. Bossman,5,25,,,3IKmXbmc19YwMIci13hWuj,Drift Away From Evil,1982-05-04,218794,False,0.809,0.539,1,-11.357,1,0.0596,0.0132,3.01e-06,0.109,0.955,133.442
Cultural Roots,Babylon Falling - Vocal Dub,3,25,Roots Masahi,28.0,3VOz4m1qs6xfv1lZ1I2Lzc,Remix from the Warriors Camp Chapter 2,2019-08-09,256000,False,0.573,0.675,9,-9.045,0,0.0281,0.00224,0.82,0.127,0.587,144.019
