Artist,Song,Song Popularity,Artist Popularity,Featured Artist,Featured Artist Popularity,Track ID,Album Name,Release Date,Duration (ms),Explicit,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo
Curtis Walsh,Full Recovery,31,31,,,5iRdHQaLCTW165qzj2HM5c,Full Recovery,2018-07-27,176134.0,False,0.515,0.31,9.0,-9.752,1.0,0.0465,0.789,0.0,0.111,0.401,153.142
Curtis Walsh,Perfect Rain - Remix,29,31,Trial & Error,46.0,4q8IMtch1lVEtQX8bM7h59,Perfect Rain Remix,2018-11-23,172598.0,False,0.716,0.661,7.0,-7.253,1.0,0.0466,0.0745,1.19e-05,0.171,0.397,116.972
Curtis Walsh,Perfect Rain,29,31,,,4NNOyxGLkTe2rG3aEdFgYC,Perfect Rain,2018-11-02,163883.0,False,0.659,0.637,7.0,-6.496,1.0,0.0646,0.699,0.0,0.113,0.15,116.888
Curtis Walsh,Seven Seas (Konmak Remix),24,31,Konmak,12.0,7da0wlfvxMO6zpzOEgGgAT,Seven Seas Konmak Remix,2019-11-22,166956.0,False,0.822,0.922,6.0,-4.506,0.0,0.141,0.119,0.0,0.0629,0.506,115.086
Curtis Walsh,Seven Seas,23,31,,,1RpTxbZSfDqw0oNv3x7CST,Seven Seas,2019-07-26,165080.0,False,0.662,0.747,6.0,-5.693,0.0,0.059,0.336,0.0,0.294,0.708,90.006
Curtis Walsh,Killing Me Softly,16,31,,,0o1ZcT1jcog0pjgPEcNSs3,Killing Me Softly,2020-02-08,163531.0,False,0.598,0.294,2.0,-7.19,1.0,0.0265,0.785,0.0,0.256,0.355,96.882
Curtis Walsh,mm mm good (in the cellar),12,31,Curtisy,43.0,6aQQy6RB8LeQfqjluHZMy1,few beers,2023-08-30,215696.0,True,0.688,0.613,6.0,-7.886,0.0,0.258,0.258,0.0,0.448,0.658,86.976
Curtis Walsh,Landslide,12,31,loyalties,15.0,7DKsYgxFtvl3aTPcpOdAMp,Landslide,2023-12-08,187684.0,False,0.555,0.679,8.0,-5.906,0.0,0.0832,0.272,1.29e-06,0.127,0.399,98.78
Curtis Walsh,Time's Fading,14,31,,,56O9PQKg2UjQHBLZbin6p2,"""Times Fading""",2019-05-17,197509.0,False,0.714,0.351,6.0,-6.353,0.0,0.0399,0.667,0.0,0.145,0.331,120.18
Curtis Walsh,Last Christmas,12,31,,,6TZ1aguP89tNQ6fLhq9Wsf,Last Christmas,2018-11-16,201351.0,False,0.537,0.13,8.0,-12.548,1.0,0.044,0.947,0.0,0.161,0.401,100.846
Curtis Walsh,Sarah,11,31,,,5ZF2R0BpHRJxjHR3F4tfUS,Sarah,2019-11-01,213719.0,False,0.458,0.191,10.0,-9.677,1.0,0.032,0.491,0.0,0.127,0.119,96.062
Curtis Walsh,Perfect Rain - Ultrabeat Remix,11,31,Ultrabeat,28.0,7MCmuCX0PDAhOYo8rwDiuQ,Perfect Rain Ultrabeat Remix,2022-03-11,251666.0,False,0.718,0.785,11.0,-5.116,0.0,0.0564,0.0044,0.0,0.125,0.379,143.988
Cuatro Gatos,El Fantasma de la Ópera,34,34,,,7FOkwBsKI1ayKDN9e4QpRq,Mañana Quizá Sea Peor,2009-01-13,242360.0,False,0.348,0.913,3.0,-0.723,1.0,0.043,0.00207,0.215,0.0582,0.333,132.077
Cuatro Gatos,Me Arriesgaré - Acústico,28,34,,,6akmz7yWaJGwyBPI7UNXH8,Me Arriesgaré,2010-09-30,241586.0,False,0.548,0.963,2.0,-2.338,1.0,0.0382,0.00135,0.0,0.0626,0.776,120.1
Cuatro Gatos,Adiós,27,34,,,0Au3JqDBwDbIuRMm6ax6Nu,El Sueño de la Razón,2009-02-09,310026.0,False,0.422,0.959,9.0,-1.352,0.0,0.0456,0.00156,0.0168,0.391,0.479,131.986
Cuatro Gatos,Una Promesa,27,34,,,5mM64XYoezxjWhOXOeblk6,La Caja de Música,2003-09-15,227893.0,False,0.548,0.476,2.0,-8.092,1.0,0.0292,0.4,0.0,0.0941,0.511,108.566
Cuatro Gatos,Quiero Morir,26,34,,,2qnr81NcTzIGdYyHMmGLID,El Sueño de la Razón,2009-02-09,333973.0,False,0.294,0.886,1.0,-1.8,0.0,0.0414,0.000702,0.345,0.0975,0.286,156.161
Cuatro Gatos,Mañana Quiza Sea Peor,26,34,,,3q7iwolUGDKQodyc1oz4f7,El Sueño de la Razón,2009-02-09,285920.0,False,0.454,0.957,4.0,-1.95,0.0,0.0691,0.000335,0.0686,0.313,0.443,112.085
Cuatro Gatos,Adiós - Acústico,23,34,,,5XBtLAxFkcznqpfDe5v2fw,Me Arriesgaré,2010-09-30,297040.0,False,0.567,0.917,9.0,-3.832,0.0,0.0634,0.0979,0.0,0.939,0.468,126.109
Cuatro Gatos,Lo Que Hay Detrás,21,34,,,5Pqva02F0OZqj3AakSlUhQ,El Sueño de la Razón,2009-02-09,316613.0,False,0.488,0.725,0.0,-4.443,1.0,0.0305,0.00641,6.03e-05,0.197,0.131,135.875
Cuatro Gatos,Hermano Enemigo,23,34,,,0x7DvykXFMV4mgDUvPOzaF,La Caja de Música,2003-09-15,314000.0,False,0.477,0.948,0.0,-4.425,1.0,0.0691,0.0758,0.0113,0.291,0.17,121.974
Cuatro Gatos,La Caja de Música,17,34,,,0h2RXpwTvH3cpE3Svg2xfS,La Caja de Música,2003-09-15,449160.0,False,0.34,0.857,7.0,-4.839,1.0,0.0699,0.0842,0.0554,0.0899,0.124,162.563
Cuatro Gatos,Mas Allá de la Realidad,17,34,,,0GUDJSSbjxQYW1inpvwZu5,La Caja de Música,2003-09-15,320600.0,False,0.16,0.95,0.0,-2.587,0.0,0.109,0.0139,3.91e-05,0.0637,0.339,66.254
Cuatro Gatos,Todos los Ayeres,16,34,,,5ysOuJ1xmUNCWcEO9heuHz,La Caja de Música,2003-09-15,352160.0,False,0.382,0.939,0.0,-2.908,1.0,0.0641,0.00353,0.0445,0.0935,0.34,146.435
Cultural Roots,Love Feelings,25,25,,,1CjuK5VQ5wyOkShLhjXCUp,Hell A Go Pop,1984,199133.0,False,0.719,0.417,10.0,-10.026,0.0,0.081,0.0869,2.11e-05,0.0798,0.645,72.875
Cultural Roots,Every Man Has A Right,24,25,,,54OLbDhvPJIVF1cKtp3g1Y,Hell A Go Pop,1984,214933.0,False,0.705,0.442,5.0,-9.268,0.0,0.108,0.0141,0.0,0.208,0.622,73.842
Cultural Roots,Hell A Go Pop,21,25,,,3hTZavdPmvWNVi7w5nWxDY,Hell A Go Pop,1984,195066.0,False,0.722,0.57,11.0,-9.351,0.0,0.0587,0.194,0.0,0.0981,0.814,142.426
Cultural Roots,Reggae Music,21,25,,,04eQZqNa0SCskyXCfVtr3m,Hell A Go Pop,1984,208866.0,False,0.723,0.481,1.0,-9.09,1.0,0.0837,0.00948,1.77e-06,0.0635,0.466,73.779
Cultural Roots,"Thief, Liars, Criminals",18,25,,,5tJf0YPaxOqUPFXfIYNLEX,Hell A Go Pop,1984,217466.0,False,0.807,0.505,10.0,-9.154,0.0,0.108,0.00862,3.41e-06,0.134,0.638,140.061
Cultural Roots,World Of Illusion,15,25,,,2aHmuaN6WCCnHNCVml3t45,Drift Away From Evil,1982-05-04,242651.0,False,0.849,0.485,5.0,-9.656,0.0,0.0887,0.521,0.00203,0.047,0.794,135.293
Cultural Roots,Mr. Bossman,17,25,,,2sZU2fuhKk6PRjYKm9WhNG,"""5 Decades of Jamaicas Musical Heritage""",2012-08-12,217573.0,True,0.751,0.678,1.0,-7.817,1.0,0.0407,0.0124,1.22e-06,0.0877,0.952,133.416
Cultural Roots,Drift Away From Evil,16,25,,,3UKfwmdZvazMRpquVejTy3,Drift Away From Evil,1982-05-04,224835.0,False,0.888,0.406,5.0,-10.868,1.0,0.217,0.368,0.0,0.27,0.857,129.97
Cultural Roots,Tell It To Her,11,25,,,76erUdjspMoS1YEUQLf1SD,Hell A Go Pop,1984,200866.0,False,0.796,0.52,1.0,-7.111,0.0,0.0713,0.0057,1.28e-05,0.0953,0.776,73.569
Cultural Roots,Greedy Woman,11,25,,,6uI6XADrwMAFVdasAuMylb,Drift Away From Evil,1982-05-04,239098.0,False,0.815,0.35,5.0,-10.36,0.0,0.117,0.579,3.91e-05,0.158,0.722,134.658
Cultural Roots,Execute,14,25,,,2A8PPw9MFcK9dpGjpQs3NT,Hell A Go Pop,1984,202133.0,False,0.771,0.709,8.0,-8.682,0.0,0.237,0.109,0.0,0.301,0.727,140.872
